TransactionID,CustID,Date,Employee,ProductID,ProductName,VendorID,ProductVendor,UnitPrice,Quantity,Subtotal,Tax(8%),OrderTotal
11077,7,5/6/2025,Nancy Davolio,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,4,31,2.48,33.48
11077,7,5/6/2025,Nancy Davolio,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13,2,26,2.08,28.08
10265,65,7/25/2023,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",12,20,240,19.2,259.2
10277,66,8/9/2023,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,20,728,58.24,786.24
10277,66,8/9/2023,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,39.4,12,472.8,37.82,510.62
10280,27,8/14/2023,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,12,43.2,3.46,46.66
10280,27,8/14/2023,Andrew Fuller,55,Pt chinois,25,Ma Maison,19.2,20,384,30.72,414.72
10295,67,9/2/2023,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,4,121.6,9.73,131.33
10300,2,9/9/2023,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10,20,200,16,216
10307,37,9/17/2023,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,39.4,10,394,31.52,425.52
10307,37,9/17/2023,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",10,3,30,2.4,32.4
10312,38,9/23/2023,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,4,145.6,11.65,157.25
10312,38,9/23/2023,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,36.8,24,883.2,70.66,953.86
10312,38,9/23/2023,Andrew Fuller,53,Perth Pasties,24,"G'day, Mate",26.2,20,524,41.92,565.92
10312,38,9/23/2023,Andrew Fuller,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,10,62,4.96,66.96
10313,59,9/24/2023,Andrew Fuller,36,Inlagd Sill,17,Svensk Sjfda AB,15.2,12,182.4,14.59,196.99
10339,35,10/28/2023,Andrew Fuller,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,10,176,14.08,190.08
10345,59,11/4/2023,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,9,100.8,8.06,108.86
10368,1,11/29/2023,Andrew Fuller,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8,5,40,3.2,43.2
10368,1,11/29/2023,Andrew Fuller,28,Rssle Sauerkraut,12,Plutzer Lebensmittelgromrkte AG,36.4,13,473.2,37.86,511.06
10379,33,12/11/2023,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,8,61.6,4.93,66.53
10379,33,12/11/2023,Andrew Fuller,63,Vegie-spread,7,"Pavlova, Ltd.",35.1,16,561.6,44.93,606.53
10379,33,12/11/2023,Andrew Fuller,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336,26.88,362.88
10388,14,12/19/2023,Andrew Fuller,45,Rogede sild,21,Lyngbysild,7.6,15,114,9.12,123.12
10388,14,12/19/2023,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",5.6,20,112,8.96,120.96
10407,26,1/7/2024,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,28.8,15,432,34.56,466.56
10407,26,1/7/2024,Andrew Fuller,71,Flotemysost,15,Norske Meierier,17.2,15,258,20.64,278.64
10414,68,1/14/2024,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,18,131.4,10.51,141.91
10422,44,1/22/2024,Andrew Fuller,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,2,49.8,3.98,53.78
10462,69,3/3/2024,Andrew Fuller,13,Konbu,6,Mayumi's,4.8,1,4.8,0.38,5.18
10462,69,3/3/2024,Andrew Fuller,23,Tunnbrd,9,PB Knckebrd AB,7.2,21,151.2,12.1,163.3
10471,62,3/11/2024,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,20,608,48.64,656.64
10478,29,3/18/2024,Andrew Fuller,10,Ikura,4,Tokyo Traders,24.8,20,496,39.68,535.68
10487,70,3/26/2024,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,5,36.5,2.92,39.42
10487,70,3/26/2024,Andrew Fuller,54,Tourtire,25,Ma Maison,5.9,24,141.6,11.33,152.93
10502,61,4/10/2024,Andrew Fuller,45,Rogede sild,21,Lyngbysild,9.5,21,199.5,15.96,215.46
10502,61,4/10/2024,Andrew Fuller,53,Perth Pasties,24,"G'day, Mate",32.8,6,196.8,15.74,212.54
10515,59,4/23/2024,Andrew Fuller,9,Mishi Kobe Niku,4,Tokyo Traders,97,16,1552,124.16,1676.16
10515,59,4/23/2024,Andrew Fuller,33,Geitost,15,Norske Meierier,2.5,16,40,3.2,43.2
10516,31,4/24/2024,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14,20,280,22.4,302.4
10541,42,5/19/2024,Andrew Fuller,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,4,1054,84.32,1138.32
10541,42,5/19/2024,Andrew Fuller,71,Flotemysost,15,Norske Meierier,21.5,9,193.5,15.48,208.98
10552,25,5/29/2024,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36,18,648,51.84,699.84
10553,71,5/30/2024,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21,15,315,25.2,340.2
10553,71,5/30/2024,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,14,244.3,19.54,263.84
10553,71,5/30/2024,Andrew Fuller,22,Gustaf's Knckebrd,9,PB Knckebrd AB,21,24,504,40.32,544.32
10553,71,5/30/2024,Andrew Fuller,35,Steeleye Stout,16,Bigfoot Breweries,18,6,108,8.64,116.64
10556,72,6/3/2024,Andrew Fuller,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,24,835.2,66.82,902.02
10561,53,6/6/2024,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,10,194.5,15.56,210.06
10583,71,6/30/2024,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,10,1237.9,99.03,1336.93
10583,71,6/30/2024,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34,24,816,65.28,881.28
10583,71,6/30/2024,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36,10,360,28.8,388.8
10615,54,7/30/2024,Andrew Fuller,55,Pt chinois,25,Ma Maison,24,5,120,9.6,129.6
10620,73,8/5/2024,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,5,22.5,1.8,24.3
10620,73,8/5/2024,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",7,5,35,2.8,37.8
10657,17,9/4/2024,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,24,231.6,18.53,250.13
10657,17,9/4/2024,Andrew Fuller,47,Zaanse koeken,22,Zaanse Snoepfabriek,9.5,10,95,7.6,102.6
10663,9,9/10/2024,Andrew Fuller,51,Manjimup Dried Apples,24,"G'day, Mate",53,20,1060,84.8,1144.8
10673,54,9/18/2024,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,3,52.35,4.19,56.54
10673,54,9/18/2024,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14,6,84,6.72,90.72
10673,54,9/18/2024,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46,6,276,22.08,298.08
10676,4,9/22/2024,Andrew Fuller,10,Ikura,4,Tokyo Traders,31,2,62,4.96,66.96
10676,4,9/22/2024,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,7,64.4,5.15,69.55
10676,4,9/22/2024,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,21,408.45,32.68,441.13
10683,6,9/26/2024,Andrew Fuller,52,Filo Mix,24,"G'day, Mate",7,9,63,5.04,68.04
10686,74,9/30/2024,Andrew Fuller,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,31.23,15,468.45,37.48,505.93
10691,59,10/3/2024,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,24,466.8,37.34,504.14
10727,30,11/3/2024,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39,20,780,62.4,842.4
10727,30,11/3/2024,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38,10,380,30.4,410.4
10727,30,11/3/2024,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55,10,550,44,594
10734,43,11/7/2024,Andrew Fuller,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,15,388.35,31.07,419.42
10734,43,11/7/2024,Andrew Fuller,76,Lakkalikri,23,Karkki Oy,18,20,360,28.8,388.8
10737,67,11/11/2024,Andrew Fuller,13,Konbu,6,Mayumi's,6,4,24,1.92,25.92
10737,67,11/11/2024,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,12,115.8,9.26,125.06
10738,75,11/12/2024,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,3,52.35,4.19,56.54
10752,76,11/24/2024,Andrew Fuller,1,Chai,1,Exotic Liquids,18,8,144,11.52,155.52
10752,76,11/24/2024,Andrew Fuller,69,Gudbrandsdalsost,15,Norske Meierier,36,3,108,8.64,116.64
10780,10,12/16/2024,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13,15,195,15.6,210.6
10781,71,12/17/2024,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,3,22.35,1.79,24.14
10781,71,12/17/2024,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38,20,760,60.8,820.8
10787,12,12/19/2024,Andrew Fuller,2,Chang,1,Exotic Liquids,19,15,285,22.8,307.8
10787,12,12/19/2024,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,20,2475.8,198.06,2673.86
10798,23,12/26/2024,Andrew Fuller,62,Tarte au sucre,29,Forts d'rables,49.3,2,98.6,7.89,106.49
10798,23,12/26/2024,Andrew Fuller,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,34.8,10,348,27.84,375.84
10805,60,12/30/2024,Andrew Fuller,34,Sasquatch Ale,16,Bigfoot Breweries,14,10,140,11.2,151.2
10805,60,12/30/2024,Andrew Fuller,38,Cte de Blaye,18,Aux joyeux ecclsiastiques,263.5,10,2635,210.8,2845.8
10808,41,1/1/2025,Andrew Fuller,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,38,20,760,60.8,820.8
10810,73,1/1/2025,Andrew Fuller,13,Konbu,6,Mayumi's,6,7,42,3.36,45.36
10810,73,1/1/2025,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14,5,70,5.6,75.6
10810,73,1/1/2025,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",15,5,75,6,81
10815,17,1/5/2025,Andrew Fuller,33,Geitost,15,Norske Meierier,2.5,16,40,3.2,43.2
10819,77,1/7/2025,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46,7,322,25.76,347.76
10819,77,1/7/2025,Andrew Fuller,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,7.75,20,155,12.4,167.4
10832,12,1/14/2025,Andrew Fuller,13,Konbu,6,Mayumi's,6,3,18,1.44,19.44
10832,12,1/14/2025,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14,10,140,11.2,151.2
10832,12,1/14/2025,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,16,311.2,24.9,336.1
10832,12,1/14/2025,Andrew Fuller,64,Wimmers gute Semmelkndel,12,Plutzer Lebensmittelgromrkte AG,33.25,3,99.75,7.98,107.73
10846,63,1/22/2025,Andrew Fuller,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,22,21,462,36.96,498.96
10846,63,1/22/2025,Andrew Fuller,74,Longlife Tofu,4,Tokyo Traders,10,20,200,16,216
10858,78,1/29/2025,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30,5,150,12,162
10858,78,1/29/2025,Andrew Fuller,27,Schoggi Schokolade,11,Heli Swaren GmbH & Co. KG,43.9,10,439,35.12,474.12
10858,78,1/29/2025,Andrew Fuller,70,Outback Lager,7,"Pavlova, Ltd.",15,4,60,4.8,64.8
10915,4,2/27/2025,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39,10,390,31.2,421.2
10915,4,2/27/2025,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,10,74.5,5.96,80.46
10919,64,3/2/2025,Andrew Fuller,16,Pavlova,7,"Pavlova, Ltd.",17.45,24,418.8,33.5,452.3
10919,64,3/2/2025,Andrew Fuller,25,NuNuCa Nu-Nougat-Creme,11,Heli Swaren GmbH & Co. KG,14,24,336,26.88,362.88
10919,64,3/2/2025,Andrew Fuller,40,Boston Crab Meat,19,New England Seafood Cannery,18.4,20,368,29.44,397.44
10939,2,3/10/2025,Andrew Fuller,2,Chang,1,Exotic Liquids,19,10,190,15.2,205.2
10949,58,3/13/2025,Andrew Fuller,6,Grandma's Boysenberry Spread,3,Grandma Kelly's Homestead,25,12,300,24,324
10949,58,3/13/2025,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39,6,234,18.72,252.72
10967,79,3/23/2025,Andrew Fuller,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",9.2,12,110.4,8.83,119.23
10971,39,3/24/2025,Andrew Fuller,29,Thringer Rostbratwurst,12,Plutzer Lebensmittelgromrkte AG,123.79,14,1733.06,138.64,1871.7
10982,58,3/27/2025,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30,20,600,48,648
10982,58,3/27/2025,Andrew Fuller,43,Ipoh Coffee,20,Leka Trading,46,9,414,33.12,447.12
10983,17,3/27/2025,Andrew Fuller,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,19.5,15,292.5,23.4,315.9
10985,31,3/30/2025,Andrew Fuller,18,Carnarvon Tigers,7,"Pavlova, Ltd.",62.5,8,500,40,540
10989,33,3/31/2025,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21,15,315,25.2,340.2
10989,33,3/31/2025,Andrew Fuller,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,9.65,4,38.6,3.09,41.69
10994,21,4/2/2025,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55,18,990,79.2,1069.2
11001,53,4/6/2025,Andrew Fuller,55,Pt chinois,25,Ma Maison,24,6,144,11.52,155.52
11005,54,4/7/2025,Andrew Fuller,1,Chai,1,Exotic Liquids,18,2,36,2.88,38.88
11005,54,4/7/2025,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55,10,550,44,594
11009,51,4/8/2025,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,12,54,4.32,58.32
11009,51,4/8/2025,Andrew Fuller,36,Inlagd Sill,17,Svensk Sjfda AB,19,18,342,27.36,369.36
11009,51,4/8/2025,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34,9,306,24.48,330.48
11010,30,4/9/2025,Andrew Fuller,7,Uncle Bob's Organic Dried Pears,3,Grandma Kelly's Homestead,30,20,600,48,648
11010,30,4/9/2025,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,10,45,3.6,48.6
11013,5,4/9/2025,Andrew Fuller,23,Tunnbrd,9,PB Knckebrd AB,9,10,90,7.2,97.2
11013,5,4/9/2025,Andrew Fuller,42,Singaporean Hokkien Fried Mee,20,Leka Trading,14,4,56,4.48,60.48
11013,5,4/9/2025,Andrew Fuller,45,Rogede sild,21,Lyngbysild,9.5,20,190,15.2,205.2
11013,5,4/9/2025,Andrew Fuller,68,Scottish Longbreads,8,"Specialty Biscuits, Ltd.",12.5,2,25,2,27
11015,16,4/10/2025,Andrew Fuller,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,25.89,15,388.35,31.07,419.42
11015,16,4/10/2025,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13,18,234,18.72,252.72
11020,26,4/14/2025,Andrew Fuller,10,Ikura,4,Tokyo Traders,31,24,744,59.52,803.52
11028,8,4/16/2025,Andrew Fuller,59,Raclette Courdavault,28,Gai pturage,55,24,1320,105.6,1425.6
11035,63,4/20/2025,Andrew Fuller,1,Chai,1,Exotic Liquids,18,10,180,14.4,194.4
11035,63,4/20/2025,Andrew Fuller,54,Tourtire,25,Ma Maison,7.45,10,74.5,5.96,80.46
11042,57,4/22/2025,Andrew Fuller,44,Gula Malacca,20,Leka Trading,19.45,15,291.75,23.34,315.09
11042,57,4/22/2025,Andrew Fuller,61,Sirop d'rable,29,Forts d'rables,28.5,4,114,9.12,123.12
11053,74,4/27/2025,Andrew Fuller,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32,20,640,51.2,691.2
11059,48,4/29/2025,Andrew Fuller,17,Alice Mutton,7,"Pavlova, Ltd.",39,12,468,37.44,505.44
11060,44,4/30/2025,Andrew Fuller,60,Camembert Pierrot,28,Gai pturage,34,4,136,10.88,146.88
11060,44,4/30/2025,Andrew Fuller,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,13,10,130,10.4,140.4
11070,80,5/5/2025,Andrew Fuller,2,Chang,1,Exotic Liquids,19,20,380,30.4,410.4
11070,80,5/5/2025,Andrew Fuller,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250,20,270
11073,61,5/5/2025,Andrew Fuller,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',21,10,210,16.8,226.8
11073,61,5/5/2025,Andrew Fuller,24,Guaran Fantstica,10,Refrescos Americanas LTDA,4.5,20,90,7.2,97.2
10251,29,7/8/2023,Janet Leverling,22,Gustaf's Knckebrd,9,PB Knckebrd AB,16.8,6,100.8,8.06,108.86
10251,29,7/8/2023,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,15,234,18.72,252.72
10251,29,7/8/2023,Janet Leverling,65,Louisiana Fiery Hot Pepper Sauce,2,New Orleans Cajun Delights,16.8,20,336,26.88,362.88
10253,42,7/10/2023,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10,20,200,16,216
10256,52,7/15/2023,Janet Leverling,53,Perth Pasties,24,"G'day, Mate",26.2,15,393,31.44,424.44
10256,52,7/15/2023,Janet Leverling,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,10.4,12,124.8,9.98,134.78
10266,71,7/26/2023,Janet Leverling,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',30.4,12,364.8,29.18,393.98
10273,59,8/5/2023,Janet Leverling,10,Ikura,4,Tokyo Traders,24.8,24,595.2,47.62,642.82
10273,59,8/5/2023,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,10,15,150,12,162
10273,59,8/5/2023,Janet Leverling,33,Geitost,15,Norske Meierier,2,20,40,3.2,43.2
10283,10,8/16/2023,Janet Leverling,15,Genen Shouyu,6,Mayumi's,12.4,20,248,19.84,267.84
10283,10,8/16/2023,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,18,131.4,10.51,141.91
10283,10,8/16/2023,Janet Leverling,72,Mozzarella di Giovanni,14,Formaggi Fortini s.r.l.,27.8,3,83.4,6.67,90.07
10309,31,9/19/2023,Janet Leverling,4,Chef Anton's Cajun Seasoning,2,New Orleans Cajun Delights,17.6,20,352,28.16,380.16
10309,31,9/19/2023,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,2,22.4,1.79,24.19
10309,31,9/19/2023,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,36.8,20,736,58.88,794.88
10309,31,9/19/2023,Janet Leverling,71,Flotemysost,15,Norske Meierier,17.2,3,51.6,4.13,55.73
10321,23,10/3/2023,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,14.4,10,144,11.52,155.52
10332,35,10/17/2023,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,10,112,8.96,120.96
10332,35,10/17/2023,Janet Leverling,47,Zaanse koeken,22,Zaanse Snoepfabriek,7.6,16,121.6,9.73,131.33
10346,7,11/5/2023,Janet Leverling,56,Gnocchi di nonna Alice,26,Pasta Buttini s.r.l.,30.4,20,608,48.64,656.64
10352,34,11/12/2023,Janet Leverling,24,Guaran Fantstica,10,Refrescos Americanas LTDA,3.6,10,36,2.88,38.88
10352,34,11/12/2023,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,20,118,9.44,127.44
10362,9,11/25/2023,Janet Leverling,51,Manjimup Dried Apples,24,"G'day, Mate",42.4,20,848,67.84,915.84
10362,9,11/25/2023,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,24,141.6,11.33,152.93
10365,40,11/27/2023,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,24,403.2,32.26,435.46
10375,18,12/6/2023,Janet Leverling,14,Tofu,6,Mayumi's,18.6,15,279,22.32,301.32
10375,18,12/6/2023,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,10,59,4.72,63.72
10381,10,12/12/2023,Janet Leverling,74,Longlife Tofu,4,Tokyo Traders,8,14,112,8.96,120.96
10384,27,12/16/2023,Janet Leverling,60,Camembert Pierrot,28,Gai pturage,27.2,15,408,32.64,440.64
10391,49,12/23/2023,Janet Leverling,13,Konbu,6,Mayumi's,4.8,18,86.4,6.91,93.31
10409,81,1/9/2024,Janet Leverling,14,Tofu,6,Mayumi's,18.6,12,223.2,17.86,241.06
10409,81,1/9/2024,Janet Leverling,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8,12,96,7.68,103.68
10410,58,1/10/2024,Janet Leverling,59,Raclette Courdavault,28,Gai pturage,44,16,704,56.32,760.32
10413,12,1/14/2024,Janet Leverling,1,Chai,1,Exotic Liquids,14.4,24,345.6,27.65,373.25
10413,12,1/14/2024,Janet Leverling,76,Lakkalikri,23,Karkki Oy,14.4,14,201.6,16.13,217.73
10415,18,1/15/2024,Janet Leverling,17,Alice Mutton,7,"Pavlova, Ltd.",31.2,2,62.4,4.99,67.39
10415,18,1/15/2024,Janet Leverling,33,Geitost,15,Norske Meierier,2,20,40,3.2,43.2
10420,52,1/21/2024,Janet Leverling,9,Mishi Kobe Niku,4,Tokyo Traders,77.6,20,1552,124.16,1676.16
10420,52,1/21/2024,Janet Leverling,13,Konbu,6,Mayumi's,4.8,2,9.6,0.77,10.37
10420,52,1/21/2024,Janet Leverling,70,Outback Lager,7,"Pavlova, Ltd.",12,8,96,7.68,103.68
10420,52,1/21/2024,Janet Leverling,73,Rd Kaviar,17,Svensk Sjfda AB,12,20,240,19.2,259.2
10432,15,1/31/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,10,249,19.92,268.92
10434,53,2/3/2024,Janet Leverling,11,Queso Cabrales,5,Cooperativa de Quesos 'Las Cabras',16.8,6,100.8,8.06,108.86
10434,53,2/3/2024,Janet Leverling,76,Lakkalikri,23,Karkki Oy,14.4,18,259.2,20.74,279.94
10436,65,2/5/2024,Janet Leverling,46,Spegesild,21,Lyngbysild,9.6,5,48,3.84,51.84
10436,65,2/5/2024,Janet Leverling,75,Rhnbru Klosterbier,12,Plutzer Lebensmittelgromrkte AG,6.2,24,148.8,11.9,160.7
10438,79,2/6/2024,Janet Leverling,19,Teatime Chocolate Biscuits,8,"Specialty Biscuits, Ltd.",7.3,15,109.5,8.76,118.26
10438,79,2/6/2024,Janet Leverling,34,Sasquatch Ale,16,Bigfoot Breweries,11.2,20,224,17.92,241.92
10438,79,2/6/2024,Janet Leverling,57,Ravioli Angelo,26,Pasta Buttini s.r.l.,15.6,15,234,18.72,252.72
10444,27,2/12/2024,Janet Leverling,17,Alice Mutton,7,"Pavlova, Ltd.",31.2,10,312,24.96,336.96
10444,27,2/12/2024,Janet Leverling,26,Gumbr Gummibrchen,11,Heli Swaren GmbH & Co. KG,24.9,15,373.5,29.88,403.38
10444,27,2/12/2024,Janet Leverling,35,Steeleye Stout,16,Bigfoot Breweries,14.4,8,115.2,9.22,124.42
10445,27,2/13/2024,Janet Leverling,39,Chartreuse verte,18,Aux joyeux ecclsiastiques,14.4,6,86.4,6.91,93.31
10445,27,2/13/2024,Janet Leverling,54,Tourtire,25,Ma Maison,5.9,15,88.5,7.08,95.58
10449,65,2/18/2024,Janet Leverling,10,Ikura,4,Tokyo Traders,24.8,14,347.2,27.78,374.98
10449,65,2/18/2024,Janet Leverling,52,Filo Mix,24,"G'day, Mate",5.6,20,112,8.96,120.96
10468,8,3/7/2024,Janet Leverling,30,Nord-Ost Matjeshering,13,Nord-Ost-Fisch Handelsgesellschaft mbH,20.7,8,165.6,13.25,178.85
10468,8,3/7/2024,Janet Leverling,43,Ipoh Coffee,20,Leka Trading,36.8,15,552,44.16,596.16
10484,62,3/24/2024,Janet Leverling,21,Sir Rodney's Scones,8,"Specialty Biscuits, Ltd.",8,14,112,8.96,120.96
10484,62,3/24/2024,Janet Leverling,40,Boston Crab Meat,19,New England Seafood Cannery,14.7,10,147,11.76,158.76
10484,62,3/24/2024,Janet Leverling,51,Manjimup Dried Apples,24,"G'day, Mate",42.4,3,127.2,10.18,137.38
10492,58,4/1/2024,Janet Leverling,42,Singaporean Hokkien Fried Mee,20,Leka Trading,11.2,20,224,17.92,241.92
10495,73,4/3/2024,Janet Leverling,23,Tunnbrd,9,PB Knckebrd AB,7.2,10,72,5.76,77.76
10495,73,4/3/2024,Janet Leverling,41,Jack's New England Clam Chowder,19,New England Seafood Cannery,7.7,20,154,12.32,166.32
10495,73,4/3/2024,Janet Leverling,77,Original Frankfurter grne Soe,12,Plutzer Lebensmittelgromrkte AG,10.4,5,52,4.16,56.16
10505,35,4/14/2024,Janet Leverling,62,Tarte au sucre,29,Forts d'rables,49.3,3,147.9,11.83,159.73
10517,76,4/24/2024,Janet Leverling,52,Filo Mix,24,"G'day, Mate",7,6,42,3.36,45.36
10517,76,4/24/2024,Janet Leverling,59,Raclette Courdavault,28,Gai pturage,55,4,220,17.6,237.6
10517,76,4/24/2024,Janet Leverling,70,Outback Lager,7,"Pavlova, Ltd.",15,6,90,7.2,97.2
10530,74,5/8/2024,Janet Leverling,61,Sirop d'rable,29,Forts d'rables,28.5,20,570,45.6,615.6
10536,80,5/14/2024,Janet Leverling,12,Queso Manchego La Pastora,5,Cooperativa de Quesos 'Las Cabras',38,15,570,45.6,615.6
10536,80,5/14/2024,Janet Leverling,31,Gorgonzola Telino,14,Formaggi Fortini s.r.l.,12.5,20,250,20,270
10547,14,5/23/2024,Janet Leverling,32,Mascarpone Fabioli,14,Formaggi Fortini s.r.l.,32,24,768,61.44,829.44
